subNum,lineupType,suspectPosition,suspectID,suspectRT,suspectConf,fill1ID,fill1RT,fill1Conf,fill2ID,fill2RT,fill2Conf,fill3ID,fill3RT,fill3Conf,fill4ID,fill4RT,fill4Conf,fill5ID,fill5RT,fill5Conf,fill6ID,fill6RT,fill6Conf
209,Target Present,6,Yes,3.973,99,No,3.589,-88,Yes,3.074,68,No,2.976,-68,No,4.264,-94,No,4.099,-75,,,
210,Target Present,2,Yes,12.173,80,No,4.183,-100,,,,No,2.917,-100,No,3.79,-100,No,4.829,-100,No,6.015,-100
211,Target Absent,,,,,No,3.897,-61,No,3.807,-68,No,3.208,-65,No,3.159,-72,Yes,10.583,36,No,4.938,-63
212,Target Absent,,,,,No,2.98,-82,No,6.789,-34,No,3.047,-73,No,5.084,-19,No,2.641,-81,No,2.929,-89
213,Target Present,4,Yes,4.447,71,No,5.979,-51,No,3.369,-51,No,3.104,-51,,,,No,4.006,-51,No,6.059,-51
214,Target Present,6,Yes,2.861,80,No,3.395,-70,No,2.714,-90,No,1.629,-100,No,2.022,-100,No,1.497,-100,,,
215,Target Present,1,Yes,5.892,100,,,,No,3.507,0,No,4.081,-100,No,3.659,-100,No,3.442,-100,No,2.907,-100
216,Target Absent,,,,,No,6.723,-100,No,10.614,-17,No,17.071,-100,Yes,5.596,74,No,5.289,-94,No,5.246,-100
217,Target Present,2,Yes,4.199,92,No,4.65,-51,,,,No,3.433,-95,No,2.467,-100,No,3.114,-100,No,3.203,-100
218,Target Present,3,Yes,2.324,100,No,3.072,-100,No,3.612,-100,,,,No,1.884,-100,No,2.038,-81,No,1.907,-100
219,Target Absent,,,,,No,10.847,-100,No,5.134,-100,No,10.616,-70,No,4.078,-100,No,5.288,-100,No,3.782,-100
220,Target Present,4,Yes,3.85,100,No,2.58,-92,No,2.598,-89,Yes,4.026,61,,,,No,2.242,-100,No,2.123,-100
221,Target Absent,,,,,No,7.003,-29,No,4.104,-60,No,3.328,-96,No,3.681,-62,No,5.18,-40,No,2.343,-84
222,Target Present,4,Yes,7.354,100,No,8.754,-70,Yes,11.075,80,No,6.338,-81,,,,No,4.876,-87,No,4.327,-91
223,Target Present,3,Yes,5.477,86,No,7.095,-31,Yes,3.653,71,,,,No,4.944,-81,No,2.486,-81,No,3.557,-95
224,Target Present,5,No,6.308,40,Yes,16.008,39,No,19.627,-50,No,18.564,-40,No,6.101,-60,,,,No,11.25,-50
225,Target Present,2,No,11.964,30,Yes,1.733,100,,,,No,1.655,-100,No,2.291,-100,No,2.579,-100,No,4.104,-100
226,Target Present,5,Yes,4.835,91,No,11.637,-95,No,4.661,-80,Yes,9.548,85,No,5.218,-75,,,,No,2.785,-86
227,Target Present,6,Yes,2.878,100,No,12.666,-100,No,2.894,-100,No,3.194,-100,No,3.158,-100,No,6.092,-96,,,
228,Target Absent,,,,,No,5.85,-100,No,6.179,-100,No,3.836,-100,No,3.425,-100,Yes,19.438,70,No,3.754,-100
229,Target Present,2,No,2.157,100,Yes,4.389,100,,,,No,2.078,-100,No,2.565,-100,No,2.747,-100,No,2.237,-100
230,Target Present,5,No,3.91,37,,,,,,,,,,,,,,,,,,
231,Target Absent,,,,,No,4.346,-100,No,5.855,-100,No,6.324,-81,No,3.766,-100,No,7.177,-74,No,3.299,-99
232,Target Present,1,Yes,4.083,75,,,,No,3.355,-80,No,2.986,-85,No,3.178,-90,No,5.868,-60,No,2.772,-75
233,Target Present,4,No,26.379,59,No,11.568,-85,No,10.888,-86,No,8.342,-82,,,,No,6.956,-97,No,6.221,-95
234,Target Absent,,,,,,,,,,,,,,,,,,,,,,
235,Target Absent,,,,,No,4.799,-100,No,5.778,-67,No,2.82,-72,No,2.572,-66,No,3.603,-73,No,2.967,-80
236,Target Absent,,,,,No,12.297,-30,No,2.552,-71,No,2.615,-69,Yes,6.397,73,No,2.566,-73,No,2.817,-92
237,Target Absent,,,,,No,8.611,-10,Yes,4.995,72,No,5.398,-62,No,4.065,-83,No,4.608,-28,No,4.726,-51
238,Target Absent,,,,,No,6.045,-16,No,6.648,-15,No,5.469,-4,Yes,3.238,5,No,5.117,-6,Yes,4.634,6
239,Target Present,6,Yes,7.337,72,No,9.875,-83,No,7.318,-99,No,33.108,-51,No,37.181,-28,No,26.058,-51,,,
240,Target Present,4,No,2.286,100,No,3.296,-80,No,2.552,-100,No,2.453,-100,,,,No,3.469,-70,No,3.79,-40
241,Target Absent,,,,,No,13.56,-21,Yes,9.698,74,No,4.754,-100,No,21.221,-19,No,4.215,-93,No,0,-41
242,Target Present,3,No,16.162,51,Yes,12.841,71,No,10.863,-36,,,,No,4.5,-74,No,5.81,-94,No,4.386,-76
243,Target Absent,,,,,No,9.112,-30,Yes,8.295,30,No,3.669,-35,No,5.725,-20,No,4.418,-25,Yes,2.898,37
244,Target Absent,,,,,No,6.706,-7,No,13.209,-36,No,8.121,-47,No,5.213,-59,No,5.043,-77,No,5.163,-90
245,Target Absent,,,,,No,3.671,-90,No,5.26,-40,Yes,6.015,70,No,11.265,-40,No,3.018,-90,Yes,6.523,70
246,Target Present,5,Yes,3.787,94,No,4.944,-50,No,6.502,-51,No,4.122,-51,No,5.742,-51,,,,No,3.459,-51
247,Target Present,1,No,22.128,0,,,,No,9.386,0,No,6.732,0,No,5.975,0,No,4.67,0,No,4.127,0
248,Target Absent,,,,,Yes,4.001,71,No,3.161,-81,Yes,5.072,71,No,3.704,-71,No,1.931,-77,No,1.229,-67
249,Target Present,6,No,2.838,42,Yes,5.898,40,No,19.425,-15,No,3.301,-4,Yes,4.629,42,No,3.457,-16,,,
250,Target Absent,,,,,No,2.976,-100,No,2.908,-100,No,3.991,-95,No,3.717,-99,No,4.4,-92,No,3.534,-100
251,Target Absent,,,,,No,3.614,-100,No,2.171,-100,No,2.599,-60,No,1.993,-100,No,1.623,-100,Yes,2.228,100
252,Target Present,2,Yes,29.889,9,No,10.246,-31,,,,No,2.537,-30,No,2.345,-71,No,2.494,0,No,2.361,-18
253,Target Present,4,Yes,8.207,68,No,11.614,-56,Yes,12.198,57,No,12.221,-60,,,,No,7.31,-90,Yes,16.833,52
254,Target Absent,,,,,Yes,13.836,15,No,11.874,-11,No,11.99,-34,No,15.444,-30,No,10.928,-30,No,11.812,-52
255,Target Absent,,,,,Yes,33.588,80,No,2.435,-100,No,2.285,-100,No,2.145,-100,No,2.433,-100,No,2.027,-100
256,Target Absent,,,,,No,5.996,-75,No,4.245,-67,No,4.297,-94,No,7.017,-79,No,3.332,-85,Yes,10.403,78
257,Target Present,3,No,5.923,23,No,8.667,-20,Yes,6.984,74,,,,No,9.245,-22,No,4.267,-14,No,3.874,-100
258,Target Present,5,No,8.824,51,No,11.761,-51,No,6.534,-39,No,5.734,-39,Yes,17.616,43,,,,No,5.601,-43
259,Target Present,6,Yes,3.286,65,No,4.615,-90,No,2.312,-95,No,2.368,-95,No,3.906,-95,No,2.222,-90,,,
260,Target Present,1,Yes,7.993,81,,,,No,5.3,-91,No,7.303,-73,No,4.246,-95,No,3.896,-96,No,5.113,-96
261,Target Absent,,,,,No,3.827,-100,No,2.87,-100,No,3.977,-100,No,3.418,-100,Yes,3.4,85,No,2.689,-80
262,Target Present,2,No,13.264,55,No,5.808,-52,,,,No,3.877,-91,No,13.323,-71,No,8.967,-71,No,4.22,-90
263,Target Present,5,No,5.246,60,No,4.595,-55,No,4.099,-56,Yes,6.628,84,No,4.858,-61,,,,No,7.757,-62
264,Target Present,6,No,3.413,47,No,8.553,-31,No,7.288,-53,No,11.139,-55,No,5.462,-52,No,5.837,-46,,,
265,Target Present,3,Yes,11.283,55,No,5.343,-30,Yes,14.973,65,,,,No,7.89,-29,No,3.025,-81,No,5.665,-80
266,Target Present,3,Yes,4.436,73,No,4.895,-29,No,2.818,-35,,,,No,6.355,-70,No,2.382,-95,No,2.125,-92
267,Target Present,5,Yes,10.142,100,No,10.511,-85,No,11.847,-85,Yes,17.771,89,No,5.281,-100,,,,No,5.7,-88
268,Target Absent,,,,,Yes,5.537,72,No,3.271,-93,No,5.195,-31,No,3.062,-71,No,8.518,-30,No,3.815,-41
269,Target Present,6,Yes,5.348,91,No,3.573,-83,No,1.908,-61,Yes,4.308,82,No,2.696,-90,No,3.188,-82,,,
270,Target Present,4,Yes,4.697,62,,,,,,,,,,,,,,,,,,
271,Target Absent,,,,,Yes,7.971,0,No,5.893,0,Yes,8.651,0,No,11.892,0,No,4.883,0,No,7.099,0
272,Target Present,2,Yes,3.607,70,No,7.273,-75,,,,No,3.169,-85,No,1.801,-100,No,2.584,-85,No,1.81,-100
273,Target Present,1,Yes,21.013,0,,,,No,2.573,0,No,4.48,0,No,3.383,0,No,4.576,0,No,2.567,-100
274,Target Absent,,,,,Yes,10.541,0,No,3.423,-100,No,4.366,-100,Yes,12.215,50,No,2.675,-100,Yes,29.983,40
275,Target Present,4,No,29.403,32,,,,,,,,,,,,,,,,,,
276,Target Present,6,No,5.036,61,Yes,7.285,40,No,6.07,-39,No,4.955,-38,Yes,13.322,31,No,6.177,-30,,,
277,Target Present,1,Yes,9.075,75,,,,No,4.578,-90,No,3.223,-90,No,4.688,-100,No,3.802,-85,No,3.393,-80
278,Target Absent,,,,,No,4.963,-83,Yes,6.637,72,No,4.24,-27,Yes,6.317,62,No,3.654,-25,No,2.884,-16
279,Target Present,6,No,2.45,66,Yes,3.541,63,No,2.888,-62,No,3.544,-62,No,8.362,-62,No,2.881,-100,,,
280,Target Present,3,Yes,7.161,82,No,6.902,-100,No,7.614,-82,,,,No,5.798,-92,No,4.911,-83,No,10.029,-74
281,Target Present,3,Yes,4.297,100,Yes,6.088,82,No,4.302,-61,,,,No,3.65,-81,No,3.036,-90,No,2.595,-92
282,Target Present,2,Yes,6.31,81,No,7.376,-71,,,,No,4.742,-91,No,3.054,-91,Yes,27.962,60,No,2.774,-99
283,Target Present,4,Yes,3.219,81,No,4.23,-71,No,11.57,-61,No,2.6,-76,,,,No,3.021,-81,No,2.346,-86
284,Target Present,1,Yes,23.719,40,,,,No,4.801,-51,No,10.746,-51,No,3.505,-51,No,8.501,-51,No,4.008,-51
285,Target Absent,,,,,No,4.516,-40,No,7.489,-41,Yes,2.377,83,No,3.046,-72,Yes,4.619,61,No,2.756,-64
286,Target Absent,,,,,Yes,5.371,60,No,3.985,-87,No,8.015,-60,No,4.748,-71,No,3.876,-90,No,2.96,-93
287,Target Present,5,No,3.394,64,No,4.653,-7,No,2.473,0,No,3.125,-91,No,4.181,0,,,,No,2.672,-37
288,Target Absent,,,,,No,3.159,-80,Yes,4.04,73,No,2.638,-91,No,2.49,-91,No,2.412,-93,No,3.157,-72
289,Target Present,4,Yes,3.974,100,No,6.643,-80,Yes,5.423,80,No,6.24,-65,,,,No,3.606,-80,No,2.714,-100
290,Target Present,2,Yes,0,62,No,0,-72,,,,No,0,-76,No,0,-63,No,0,-72,Yes,0,35
291,Target Absent,,,,,No,6.02,-73,No,4.478,-100,Yes,14.546,39,Yes,10.94,82,No,4.97,-93,No,5.468,-90
292,Target Absent,,,,,No,6.076,-100,No,2.662,-100,No,2.214,-100,No,4.967,-100,No,2.091,-100,No,2.638,-100
293,Target Absent,,,,,No,7.731,-30,No,5.848,-40,No,5.253,-40,No,5.547,-40,No,4.145,-81,No,3.143,-92
294,Target Present,3,Yes,1.892,40,No,5.555,-42,No,1.786,-41,,,,No,1.085,-38,No,1.579,-32,No,1.469,-33
295,Target Absent,,,,,No,5.228,-73,No,3.144,-100,No,2.932,-100,Yes,5.286,75,No,3.255,-100,No,2.852,-100
296,Target Absent,,,,,Yes,4.428,24,No,5.725,-19,No,3.675,-20,No,9.507,-45,No,5.069,-39,No,6.035,-19
297,Target Present,6,Yes,7.321,100,No,9.993,-98,No,5.429,-100,No,4.922,-100,No,6.584,-99,No,5.554,-100,,,
298,Target Absent,,,,,No,7.485,-54,Yes,3.829,65,No,3.284,-53,Yes,3.59,70,No,4.437,-58,Yes,2.344,66
299,Target Present,2,Yes,7.904,79,No,10.557,-23,,,,No,5.139,-100,No,10.197,-28,No,4.576,-100,No,5.003,-60
300,Target Absent,,,,,No,6.219,0,No,2.038,0,No,2.175,-100,No,2.24,0,No,2.204,0,Yes,4.324,100
301,Target Present,4,No,2.962,86,Yes,7.847,76,No,4.632,-44,No,5.484,-91,,,,No,5.215,-58,No,3.265,-66
302,Target Absent,,,,,No,5.119,-30,No,2.582,-67,No,3.67,-44,No,2.335,-60,No,1.902,-45,No,3.338,-64
303,Target Absent,,,,,No,2.873,-59,Yes,3.151,58,No,1.514,-53,No,6.74,-61,No,0,-55,No,9.684,-56
304,Target Absent,,,,,No,9.839,-51,No,9.397,-51,Yes,10.567,51,No,7.248,-51,No,7.672,-41,Yes,9.381,20
305,Target Present,1,No,4.799,38,,,,No,7.219,-40,No,3.059,-39,Yes,2.777,39,Yes,2.884,45,No,2.109,-31
306,Target Present,4,Yes,3.657,62,No,3.394,-100,No,2.506,-100,No,2.293,-100,,,,No,2.248,-91,No,2.019,-93
307,Target Absent,,,,,No,3.319,-100,No,3.672,-100,Yes,6.932,71,No,3.519,-100,No,3.004,-100,No,2.913,-100
308,Target Present,5,No,2.087,36,No,6.957,-40,No,4.565,-38,No,4.344,-39,No,3.674,-41,,,,No,2.318,-65
309,Target Absent,,,,,No,10.494,-100,No,4.111,-100,No,4.049,-100,No,3.556,-100,No,3.86,-100,No,3.658,-100
310,Target Present,6,No,2.476,58,Yes,5.959,42,No,3.043,-53,No,2.215,-48,No,0,-44,No,0,-47,,,
311,Target Present,2,Yes,3.641,85,No,3.632,-50,,,,No,2.672,-60,No,3.102,-90,No,8.358,-35,No,2.804,-90
312,Target Present,3,Yes,2.9,63,Yes,3.75,85,Yes,2.964,46,,,,Yes,2.977,58,Yes,2.723,80,Yes,3.128,51
313,Target Absent,,,,,No,4.342,-81,No,4.087,-83,No,3.254,-71,No,3.196,-82,No,2.924,-73,No,3.948,-80
314,Target Present,2,Yes,4.826,71,No,3.661,-72,,,,No,2.452,-100,No,2.876,-82,No,2.951,-100,No,3.139,-99
315,Target Absent,,,,,No,3.439,-33,No,6.453,-70,No,3.622,-75,No,2.715,-36,Yes,45.752,61,No,3.193,-51
316,Target Present,4,No,29.461,61,No,5.751,-93,No,15.005,-82,No,4.549,-100,,,,No,5.623,-80,No,18.532,-71
317,Target Present,5,No,2.021,73,Yes,6.318,56,No,2.481,-59,No,1.913,-70,Yes,3.026,62,,,,No,0,-58
318,Target Present,6,No,9.679,83,No,9.959,-61,Yes,6.873,93,No,9.39,-62,No,8.401,-83,No,7.925,-82,,,
319,Target Absent,,,,,No,2.643,-100,No,2.602,-100,Yes,4.581,75,No,3.018,-64,No,2.477,-80,No,2.299,-61
320,Target Absent,,,,,No,5.218,-19,No,3.035,-29,No,3.779,-18,No,4.224,-27,No,8.057,-23,No,2.961,-33
321,Target Absent,,,,,Yes,9.337,70,No,4.463,-82,No,10.253,-35,Yes,6.357,58,No,4.379,-83,No,4.003,-100
322,Target Absent,,,,,Yes,4.944,70,No,7.012,-50,No,2.649,-80,No,2.907,-80,No,2.459,-70,No,8.331,-100
323,Target Present,1,Yes,4.158,61,,,,,,,,,,,,,,,,,,
324,Target Absent,,,,,,,,,,,,,,,,,,,,,,
325,Target Present,2,Yes,2.762,100,,,,,,,,,,,,,,,,,,
326,Target Absent,,,,,No,5.069,-75,No,13.823,-75,Yes,6.929,81,No,2.713,-90,Yes,7.361,95,No,2.94,-90
327,Target Absent,,,,,No,2.073,-77,No,2.173,-93,Yes,2.304,74,No,2.247,-51,No,1.474,-64,No,1.941,-60
328,Target Present,1,No,3.303,65,,,,No,4.014,-59,No,3.632,-72,Yes,5.22,61,No,3.106,-62,No,3.084,-57
329,Target Absent,,,,,No,9.71,-71,No,9.389,-71,Yes,10.514,60,No,4.569,-71,No,0,-51,No,4.202,-67
330,Target Absent,,,,,Yes,18.189,34,No,8.465,-81,No,7.365,-93,No,5.594,-14,Yes,9.867,96,No,3.129,-20
331,Target Absent,,,,,No,6.68,-100,No,3.035,-100,No,7.894,-80,No,11.196,-70,No,8.352,-76,No,2.523,-100
332,Target Present,5,Yes,4.109,100,No,5.096,-100,Yes,9.088,70,No,3.188,-100,No,3.093,-100,,,,No,2.925,0
333,Target Absent,,,,,No,10.187,-100,No,3.864,-94,No,3.161,-100,Yes,2.873,100,No,3.002,-100,Yes,3.795,100
334,Target Absent,,,,,Yes,8.384,85,No,10.041,-70,Yes,14.248,95,No,8.738,-80,No,8.751,-90,No,4.804,-91
335,Target Present,4,Yes,4.424,92,Yes,7.417,72,No,4.113,-82,No,3.494,-65,,,,No,4.656,-60,No,3.308,-18
336,Target Absent,,,,,Yes,6.545,68,No,5.188,-36,No,5.476,-30,No,7.097,-67,No,6.129,-82,No,5.194,-43
337,Target Present,5,Yes,5.542,89,Yes,19.103,66,No,3.819,-76,No,3.639,-99,No,3.184,-93,,,,No,3.791,-99
338,Target Present,3,No,3.409,60,No,17.62,-50,No,10.527,-55,,,,No,7.707,-60,No,3.16,-70,No,3.235,-100
339,Target Absent,,,,,Yes,5.701,80,No,5.904,-81,No,7.721,-63,No,3.877,-100,No,2.745,-100,No,2.467,-100
340,Target Present,5,Yes,3.264,100,No,5.302,-100,No,3.305,-100,No,8.796,-92,No,8.27,-91,,,,No,3.054,-100
341,Target Present,6,No,5.237,75,No,6.013,-74,Yes,6.003,61,No,6.095,-71,No,3.937,-51,No,3.467,-78,,,
342,Target Absent,,,,,No,7.318,-82,No,4.09,-75,No,4.141,-71,Yes,5.229,97,No,3.08,-100,No,7.063,-51
343,Target Present,3,No,6.301,29,Yes,13.957,20,No,2.645,-100,,,,No,3.314,-92,No,3.016,-92,No,4.715,-31
344,Target Present,2,No,6.586,50,Yes,8.637,75,,,,No,4.159,-70,No,3.758,-95,No,4.118,-50,No,3.804,-90
345,Target Absent,,,,,No,4.158,-66,No,3.418,-25,No,1.928,-81,No,2.521,-81,No,2.308,-30,No,3.04,-37
346,Target Present,4,No,2.638,32,No,3.98,-40,No,3.636,-25,No,3.655,-77,,,,No,2.411,-29,No,3.399,-63
347,Target Absent,,,,,No,2.403,-41,No,2.384,-81,No,2.295,-31,No,3.21,-32,Yes,2.039,47,No,2.527,-40
348,Target Absent,,,,,No,6.737,-93,No,7.458,-74,No,5.939,-72,No,6.227,-72,No,5.405,-71,No,5.441,-71
349,Target Present,1,Yes,12.914,40,,,,No,4.239,-100,No,7.159,-100,No,10.856,-41,No,6.325,-100,No,6.285,-100
350,Target Present,6,No,2.009,100,No,2.925,-60,Yes,3.744,71,No,2.939,-63,No,1.95,-100,No,3.959,-100,,,
351,Target Present,2,No,3.068,0,Yes,5.661,100,,,,No,3.651,-1,Yes,5.211,76,No,3.384,-3,No,7.454,0
352,Target Absent,,,,,No,2.955,-93,No,2.923,-85,No,7.616,-55,Yes,8.09,62,No,2.494,-51,Yes,4.925,71
353,Target Absent,,,,,No,6.558,-66,No,7.711,-55,No,2.787,-91,Yes,10.489,62,Yes,4.616,93,No,3.634,-40
354,Target Present,1,Yes,4.431,90,,,,No,3.416,-30,No,2.59,0,No,2.553,0,No,4.347,0,No,11.057,-100
355,Target Present,3,Yes,3.858,100,No,8.327,-16,Yes,8.841,59,,,,No,2.734,-93,No,2.555,-99,No,2.519,-100
356,Target Absent,,,,,No,5.428,-85,Yes,5.215,72,No,3.235,-100,No,23.343,-70,No,16.207,-65,No,4.577,-93
357,Target Present,4,No,2.907,30,No,3.839,-100,Yes,4.653,72,Yes,3.225,80,,,,Yes,4.633,63,No,3.127,-80
358,Target Present,2,Yes,3.527,86,No,4.738,-30,,,,No,2.648,-100,No,5.335,-95,No,2.874,-89,No,2.658,-95
359,Target Present,3,Yes,5.6,100,No,4.931,-91,No,6.155,-100,,,,No,4.07,-100,No,3.361,-100,No,3.379,-100
360,Target Present,5,Yes,8.895,72,No,16.295,-40,No,7.587,-71,Yes,16.014,60,No,8,-61,,,,No,7.139,-71
361,Target Present,5,Yes,5.264,20,No,5.442,-10,No,3.183,-92,No,3.526,-65,No,2.779,-89,,,,No,2.304,-92
362,Target Present,6,Yes,3.564,70,No,3.642,-97,No,4.814,-91,No,2.638,-98,No,5.951,-85,No,4.318,-75,,,
363,Target Present,2,Yes,3.824,93,No,5.75,-80,,,,No,2.615,-93,No,2.339,-96,No,3.172,-95,No,2.89,-95
364,Target Present,1,Yes,5.716,61,,,,No,4.047,-100,No,2.804,-100,No,3.657,-100,No,2.982,-91,No,2.675,-100
365,Target Present,5,Yes,2.155,83,No,2.281,-71,Yes,3.802,21,No,2.309,-60,No,2.016,-81,,,,No,1.65,-72
366,Target Present,3,No,7.141,85,No,39.757,-81,No,4.561,-100,,,,No,4.177,-93,No,3.495,-100,No,3.325,-100
367,Target Present,6,Yes,5.467,80,No,5.259,-30,No,7.577,-10,No,4.613,-90,No,3.68,-95,No,3.153,-100,,,
368,Target Absent,,,,,No,8.417,-40,No,3.896,-83,Yes,6.252,40,Yes,6.159,61,No,3.212,-72,No,4.117,-71
369,Target Present,5,Yes,2.232,69,No,2.315,-99,No,2.1,-98,Yes,3.197,76,No,2.171,-86,,,,No,2.309,-99
370,Target Present,2,No,6.002,91,No,4.428,-100,,,,No,3.519,-100,No,3.319,-97,No,2.823,-88,No,2.701,-100
371,Target Absent,,,,,No,3.734,-75,No,10.318,-40,No,2.354,-83,No,2.614,-91,No,3.03,-83,No,13.013,-33
372,Target Present,4,Yes,5.486,100,No,7.385,-82,No,6.982,-81,No,12.49,-72,,,,No,4.267,-61,No,2.754,-60
373,Target Present,3,Yes,4.7,72,No,9.633,-30,No,15.522,-30,,,,No,30.079,-41,Yes,6.45,72,No,5.42,-71
374,Target Absent,,,,,No,6.696,-92,No,7.852,-60,No,5.085,-100,Yes,4.949,70,No,5.511,-91,No,4.092,-100
375,Target Absent,,,,,No,3.98,-100,No,2.793,-100,No,3.72,-77,No,4.713,-80,No,5.407,-64,Yes,3.094,41
376,Target Absent,,,,,No,11.336,-75,No,3.225,-100,No,2.635,-100,No,2.082,-100,No,2.617,-100,Yes,4.859,85
377,Target Present,1,Yes,21.864,80,,,,No,5.129,-100,No,3.36,-100,No,7.602,-100,No,4.349,-100,No,3.849,-100
378,Target Absent,,,,,No,3.019,-51,Yes,3.985,51,No,2.085,-66,No,2.537,-51,Yes,2.543,51,Yes,2.729,51
379,Target Absent,,,,,Yes,22.582,32,No,29.201,-91,No,7.199,-93,No,20.474,-62,Yes,22.828,29,No,2.987,-91
380,Target Absent,,,,,No,3.831,-39,Yes,4.685,39,No,0,-34,Yes,3.072,60,No,5.008,-69,Yes,1.922,98
381,Target Present,6,No,1.564,100,No,3.006,-67,Yes,2.743,72,No,1.752,-69,No,1.999,-74,No,1.509,-68,,,
382,Target Absent,,,,,No,7.471,-80,Yes,10.416,92,No,6.968,-100,No,6.376,-100,No,4.824,-100,No,8.276,-100
383,Target Absent,,,,,No,4.265,-60,No,3.505,-40,No,4.016,-50,No,3.556,-70,No,3.845,-50,No,3.696,-70
384,Target Present,6,Yes,4.73,80,No,3.787,-90,Yes,6.651,54,No,4.839,-65,No,3.507,-92,No,2.47,-81,,,
385,Target Absent,,,,,Yes,16.399,61,No,4.168,-71,No,4.855,-71,No,4.187,-64,No,3.102,-69,No,4.267,-72
386,Target Present,1,Yes,4.107,88,,,,No,3.338,-100,No,4.97,-100,No,4.308,-90,No,4.638,-98,No,3.479,-100
387,Target Present,3,Yes,11.455,83,Yes,12.188,72,No,3.176,-62,,,,No,3.313,-100,No,4.112,-82,No,2.97,-100
388,Target Absent,,,,,Yes,2.246,74,No,2.364,-78,No,2.978,-80,No,2.003,-100,No,2.018,-100,No,2.177,-100
389,Target Present,5,Yes,4.916,81,No,7.206,-82,No,5.4,-72,Yes,6.045,60,Yes,6.066,71,,,,No,3.704,-54
390,Target Absent,,,,,No,5.606,-100,No,5.439,-100,Yes,3.526,71,No,3.162,-100,Yes,11.566,78,No,3.5,-100
391,Target Absent,,,,,Yes,6.541,60,No,3.719,-82,No,3.071,-75,No,8.759,-51,No,4.215,-51,No,2.799,-96
392,Target Present,2,No,13.163,82,No,6.809,-99,,,,No,3.474,-98,No,9.169,-51,Yes,6.554,62,No,8.978,-89
393,Target Present,2,Yes,5.775,90,No,7.885,-80,,,,No,3.875,-89,No,5.121,-83,No,3.432,-87,No,4.471,-90
394,Target Present,4,Yes,6.703,50,No,17.992,-25,No,5.634,-95,No,4.39,-100,,,,No,3.847,-100,No,5.183,-100
395,Target Absent,,,,,No,4.148,-87,No,3.645,-95,No,10.514,-76,No,9.228,-72,No,7.521,-82,No,3.952,-77
396,Target Absent,,,,,No,12.827,-77,Yes,15.771,61,No,5.668,-89,Yes,8.608,80,No,3.558,-84,No,6.023,-83
397,Target Absent,,,,,No,7.871,-91,No,8.286,-74,No,7.647,-92,Yes,7.787,74,No,4.004,-68,No,2.939,-94
398,Target Absent,,,,,Yes,9.645,81,No,2.777,-87,No,3.095,-99,No,3.21,-95,No,2.371,-100,No,2.813,-100
399,Target Present,3,Yes,7.206,71,No,9.543,-91,No,5.586,-100,,,,No,3.841,-100,No,4.427,-66,No,3.99,-96
400,Target Absent,,,,,Yes,23.743,61,No,3.351,-100,Yes,7.228,81,No,3.16,-92,No,3.173,-100,No,4.362,-62
401,Target Absent,,,,,No,9.869,-30,No,14.118,-19,No,4.821,-25,No,11.165,-21,No,2.334,-12,No,2.542,-15
402,Target Present,1,Yes,7.953,64,,,,No,3.949,-36,No,5.576,-69,No,3.765,-76,No,4.163,-65,No,4.148,-68
403,Target Present,5,No,8.161,80,No,5.3,-90,No,4.423,-100,No,8.891,-100,No,4.678,-100,,,,No,3.661,-100
404,Target Present,4,Yes,6.523,93,No,3.278,-93,No,2.938,-100,No,6.354,-82,,,,No,3.613,-100,No,3.116,-100
405,Target Present,6,No,5.823,42,No,6.144,-59,No,5.207,-62,No,4.389,-84,No,11.245,-34,Yes,4.945,62,,,
406,Target Absent,,,,,Yes,7.991,65,No,4.001,-85,No,3.833,-79,No,5.747,-42,No,4.107,-82,No,3.777,-87
407,Target Absent,,,,,No,2.986,-100,No,1.901,-100,No,1.783,-100,No,3.123,-100,No,2.193,-100,Yes,5.066,63
408,Target Present,2,No,1.344,32,No,1.751,-66,,,,No,1.707,-12,No,1.435,-4,No,1.364,-4,No,1.344,0
409,Target Absent,,,,,No,2.82,-20,No,1.738,-73,Yes,4.664,51,No,1.992,-29,No,2.11,-82,Yes,2.66,58
410,Target Present,3,Yes,2.948,82,,,,,,,,,,,,,,,,,,
411,Target Present,1,No,10.31,41,,,,No,3.109,-95,No,7.392,-46,No,3.857,-93,No,4.381,-96,No,4.217,-76
412,Target Present,4,No,2.372,69,Yes,4.834,63,No,2.863,-60,No,2.277,-58,,,,No,2.516,-82,No,4.71,-65
413,Target Absent,,,,,No,12.062,-72,No,16.265,-61,Yes,12.58,79,No,10.273,-38,No,7.542,-62,No,7.95,-66
414,Target Absent,,,,,No,3.617,-92,No,5.084,-93,No,5.153,-74,No,4.266,-73,No,4.94,-75,No,4.24,-71
415,Target Absent,,,,,,,,,,,,,,,,,,,,,,
416,Target Absent,,,,,No,4.174,-70,No,4.542,-39,No,4.466,-62,Yes,11.663,51,Yes,4.105,85,No,3.468,-61
417,Target Absent,,,,,No,9.32,-1,No,5.145,-1,No,5.492,-2,No,7.682,-2,No,8.207,-51,No,12.477,-3
418,Target Present,3,Yes,3.123,91,No,5.091,-100,No,5.355,-62,,,,No,2.088,-100,No,2.297,-100,No,4.012,-64
419,Target Present,4,Yes,5.277,66,No,5.134,-40,No,6.234,-39,Yes,15.418,38,,,,No,2.642,-70,No,2.706,-72
420,Target Present,6,Yes,4.626,57,No,2.869,-82,No,2.19,-75,Yes,3.2,58,No,2.034,-71,No,1.859,-82,,,
